Created At,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,PM2.5 AQI,AQImessage,Risk Factor 
2020-03-19 04:00:00 UTC,67.41,113.69,122.19,6863.00,-82.63,94.23,40.30,75.02,161,Unhealthy,3
2020-03-19 05:00:00 UTC,65.58,110.75,118.57,6923.66,-81.00,96.10,37.28,73.10,160,Unhealthy,3
2020-03-19 06:00:00 UTC,58.37,97.69,104.90,2332.74,-81.11,96.70,36.15,64.46,156,Unhealthy,3
2020-03-19 07:00:00 UTC,50.98,84.67,90.57,49.20,-83.17,98.63,33.07,56.11,151,Unhealthy,3
2020-03-19 08:00:00 UTC,53.20,88.69,94.32,42.00,-82.57,99.00,30.87,59.23,153,Unhealthy,3
2020-03-19 09:00:00 UTC,58.58,97.27,103.62,102.00,-85.03,97.93,34.00,64.13,155,Unhealthy,3
2020-03-19 10:00:00 UTC,74.34,123.16,131.58,162.00,-83.27,95.97,36.67,81.36,164,Unhealthy,3
2020-03-19 11:00:00 UTC,109.90,187.26,202.45,222.00,-81.97,94.30,43.47,124.08,186,Unhealthy,3
2020-03-19 12:00:00 UTC,82.46,137.72,148.01,282.00,-82.03,93.00,44.27,91.06,169,Unhealthy,3
2020-03-19 13:00:00 UTC,92.20,154.75,165.77,342.50,-82.86,92.32,48.89,102.41,175,Unhealthy,3
2020-03-19 14:00:00 UTC,87.35,148.37,159.68,401.00,-82.13,90.90,54.03,98.18,173,Unhealthy,3
2020-03-19 15:00:00 UTC,69.20,119.82,128.95,461.00,-81.67,89.93,56.40,79.13,163,Unhealthy,3
2020-03-19 16:00:00 UTC,66.87,116.89,125.97,521.00,-82.00,89.23,58.10,77.19,162,Unhealthy,3
2020-03-19 17:00:00 UTC,76.36,130.36,139.99,581.00,-81.43,88.97,59.57,86.16,167,Unhealthy,3
2020-03-19 18:00:00 UTC,82.25,138.95,149.48,641.00,-80.87,88.50,60.90,91.87,170,Unhealthy,3
2020-03-19 19:00:00 UTC,74.31,130.76,141.01,701.00,-81.30,87.47,62.83,86.42,167,Unhealthy,3
2020-03-19 20:00:00 UTC,83.43,142.71,154.02,761.00,-80.93,86.83,62.70,94.40,171,Unhealthy,3
2020-03-19 21:00:00 UTC,84.83,149.00,161.09,820.97,-79.83,85.24,63.59,98.62,173,Unhealthy,3
2020-03-19 22:00:00 UTC,118.27,202.23,217.53,881.00,-80.50,84.87,63.87,134.06,192,Unhealthy,3
2020-03-19 23:00:00 UTC,103.43,175.56,189.74,941.00,-80.47,85.00,64.07,116.30,182,Unhealthy,3
2020-03-20 00:00:00 UTC,94.57,163.33,176.41,1001.00,-81.73,85.70,62.33,108.16,178,Unhealthy,3
2020-03-20 01:00:00 UTC,98.23,171.54,186.18,1061.00,-79.93,86.37,61.27,113.60,181,Unhealthy,3
2020-03-20 02:00:00 UTC,88.05,153.82,166.28,1121.00,-78.47,88.53,57.07,101.80,175,Unhealthy,3
2020-03-20 03:00:00 UTC,87.99,151.19,162.83,1181.00,-76.83,91.80,50.50,100.05,174,Unhealthy,3
2020-03-20 04:00:00 UTC,73.19,123.22,131.86,1241.79,-77.72,93.90,42.79,81.42,164,Unhealthy,3
2020-03-20 05:00:00 UTC,65.14,109.36,116.80,1301.38,-77.90,95.10,38.59,72.19,160,Unhealthy,3
2020-03-20 06:00:00 UTC,60.31,100.27,106.98,1361.00,-77.63,96.47,35.73,66.11,156,Unhealthy,3
2020-03-20 07:00:00 UTC,54.44,90.91,97.06,1421.00,-76.67,97.50,34.33,59.90,153,Unhealthy,3
2020-03-20 08:00:00 UTC,56.31,94.21,100.44,1481.00,-78.90,98.00,35.97,62.09,154,Unhealthy,3
2020-03-20 09:00:00 UTC,54.93,91.68,97.58,1541.00,-78.57,96.83,35.83,60.41,154,Unhealthy,3
2020-03-20 10:00:00 UTC,62.21,103.26,110.46,1601.00,-78.87,95.90,36.83,68.08,157,Unhealthy,3
2020-03-20 11:00:00 UTC,73.31,121.50,130.63,1656.00,-79.36,94.68,36.64,80.25,164,Unhealthy,3
2020-03-20 12:00:00 UTC,82.25,138.94,148.93,24.00,-79.21,90.54,49.33,91.88,170,Unhealthy,3
2020-03-20 13:00:00 UTC,79.64,137.02,147.30,78.00,-79.87,90.47,51.33,90.59,169,Unhealthy,3
2020-03-20 14:00:00 UTC,71.07,123.79,133.43,138.00,-78.57,89.57,53.67,81.79,165,Unhealthy,3
2020-03-20 15:00:00 UTC,60.48,105.84,114.37,198.00,-80.37,88.93,54.00,69.82,158,Unhealthy,3
2020-03-20 16:00:00 UTC,55.22,96.62,104.48,258.00,-79.67,88.03,55.40,63.68,155,Unhealthy,3
2020-03-20 17:00:00 UTC,53.29,93.97,101.54,318.00,-78.33,87.27,57.83,61.89,154,Unhealthy,3
2020-03-20 18:00:00 UTC,53.03,94.70,102.11,378.00,-78.03,87.00,59.17,62.38,155,Unhealthy,3
2020-03-20 19:00:00 UTC,59.38,105.39,114.16,438.00,-78.07,86.27,60.40,69.52,158,Unhealthy,3
2020-03-20 20:00:00 UTC,63.78,112.59,121.55,498.00,-77.60,86.00,61.20,74.31,161,Unhealthy,3
2020-03-20 21:00:00 UTC,69.52,120.54,129.96,557.97,-78.93,85.17,62.21,79.62,163,Unhealthy,3
2020-03-20 22:00:00 UTC,78.78,134.86,144.94,618.00,-79.03,85.00,62.13,89.17,168,Unhealthy,3
2020-03-20 23:00:00 UTC,94.52,156.98,167.44,671.00,-78.65,84.78,62.09,103.92,176,Unhealthy,3
2020-03-21 11:00:00 UTC,69.96,112.31,119.96,6.00,-78.50,89.33,48.67,74.08,161,Unhealthy,3
2020-03-21 12:00:00 UTC,71.09,115.02,122.26,42.00,-78.90,91.47,47.33,75.93,162,Unhealthy,3
2020-03-21 13:00:00 UTC,72.91,117.62,124.93,102.00,-78.63,90.67,50.50,77.67,162,Unhealthy,3
2020-03-21 14:00:00 UTC,55.09,91.06,96.68,162.00,-77.73,90.03,53.40,59.95,153,Unhealthy,3
2020-03-21 15:00:00 UTC,53.98,89.30,95.04,222.00,-77.87,89.47,55.03,58.80,153,Unhealthy,3
2020-03-21 16:00:00 UTC,49.09,79.15,84.06,282.00,-79.73,88.47,51.97,53.85,146,Unhealthy for Sensitive Groups,2
2020-03-21 17:00:00 UTC,37.86,60.64,64.46,342.00,-79.27,87.47,50.23,45.71,126,Unhealthy for Sensitive Groups,2
2020-03-21 18:00:00 UTC,37.74,60.73,64.39,402.00,-78.97,86.17,52.83,45.78,126,Unhealthy for Sensitive Groups,2
2020-03-21 19:00:00 UTC,37.62,61.07,64.97,462.00,-78.20,84.97,56.63,46.22,127,Unhealthy for Sensitive Groups,2
2020-03-21 20:00:00 UTC,31.71,52.47,56.24,522.00,-77.83,84.00,60.77,42.27,118,Unhealthy for Sensitive Groups,2
2020-03-21 21:00:00 UTC,32.00,53.56,57.45,581.97,-77.52,83.03,63.45,42.77,119,Unhealthy for Sensitive Groups,2
2020-03-21 22:00:00 UTC,34.01,56.68,60.21,642.00,-78.07,82.13,64.83,44.65,124,Unhealthy for Sensitive Groups,2
2020-03-21 23:00:00 UTC,39.82,65.50,70.02,396.07,-78.30,82.40,63.97,48.06,132,Unhealthy for Sensitive Groups,2
2020-03-22 00:00:00 UTC,47.42,77.97,83.06,56.00,-79.23,83.33,63.00,52.73,143,Unhealthy for Sensitive Groups,2
2020-03-22 01:00:00 UTC,57.17,94.05,100.60,116.00,-78.73,84.30,60.37,62.58,155,Unhealthy,3
2020-03-22 02:00:00 UTC,60.24,99.98,106.61,176.00,-77.63,87.23,53.57,65.89,156,Unhealthy,3
2020-03-22 03:00:00 UTC,64.99,106.32,113.28,236.00,-78.20,90.03,47.13,70.15,159,Unhealthy,3
2020-03-22 04:00:00 UTC,47.14,74.39,78.82,296.00,-78.57,93.03,39.00,52.04,142,Unhealthy for Sensitive Groups,2
2020-03-22 05:00:00 UTC,27.15,42.38,44.67,356.00,-80.07,94.00,32.00,36.91,104,Unhealthy for Sensitive Groups,2
2020-03-22 06:00:00 UTC,27.72,42.84,45.17,416.00,-80.07,95.80,27.17,37.13,105,Unhealthy for Sensitive Groups,2
2020-03-22 07:00:00 UTC,24.52,37.10,39.07,476.00,-78.50,96.97,23.23,33.82,97,Moderate,1
2020-03-22 08:00:00 UTC,28.25,42.67,44.75,536.00,-78.57,98.07,23.40,37.08,105,Unhealthy for Sensitive Groups,2
2020-03-22 09:00:00 UTC,36.44,54.96,57.90,596.00,-78.47,98.83,21.53,42.95,119,Unhealthy for Sensitive Groups,2
2020-03-22 10:00:00 UTC,52.29,78.41,82.38,656.00,-78.60,97.30,22.67,53.04,144,Unhealthy for Sensitive Groups,2
2020-03-22 11:00:00 UTC,69.51,104.42,109.92,716.00,-79.10,95.80,25.70,68.90,158,Unhealthy,3
2020-03-22 12:00:00 UTC,78.32,115.97,121.98,776.00,-78.93,92.63,31.47,76.53,162,Unhealthy,3
2020-03-22 13:00:00 UTC,52.65,81.20,85.55,836.17,-79.28,91.62,40.45,54.46,148,Unhealthy for Sensitive Groups,2
2020-03-22 14:00:00 UTC,52.20,83.74,88.60,896.00,-77.27,89.57,46.90,55.55,151,Unhealthy,3
2020-03-22 15:00:00 UTC,60.20,97.56,103.32,956.00,-80.30,87.90,51.33,64.27,156,Unhealthy,3
2020-03-22 16:00:00 UTC,57.19,94.08,99.99,1016.00,-79.13,86.63,54.33,61.98,154,Unhealthy,3
2020-03-22 17:00:00 UTC,53.35,88.35,93.80,1076.00,-78.43,86.00,56.07,58.17,152,Unhealthy,3
2020-03-22 18:00:00 UTC,52.73,87.38,92.84,1136.00,-77.27,85.97,56.13,57.54,152,Unhealthy,3
2020-03-22 19:00:00 UTC,53.18,88.29,94.19,1196.00,-78.87,85.13,57.13,58.10,152,Unhealthy,3
2020-03-22 20:00:00 UTC,58.49,97.54,104.05,1256.00,-78.13,84.07,58.47,64.29,156,Unhealthy,3
2020-03-22 21:00:00 UTC,56.56,94.14,100.64,1316.00,-79.03,83.93,57.87,62.01,154,Unhealthy,3
2020-03-22 22:00:00 UTC,67.60,111.89,119.35,1376.00,-78.60,83.67,58.00,73.86,160,Unhealthy,3
2020-03-22 23:00:00 UTC,80.19,132.14,141.49,693.28,-79.48,83.41,58.52,87.37,167,Unhealthy,3
2020-03-23 00:00:00 UTC,84.21,140.01,150.17,60.00,-78.10,83.30,59.80,92.59,170,Unhealthy,3
2020-03-23 01:00:00 UTC,85.57,141.85,152.07,120.00,-78.17,84.83,57.47,93.82,171,Unhealthy,3
2020-03-23 02:00:00 UTC,84.78,139.03,148.19,180.00,-80.77,88.60,51.17,91.91,170,Unhealthy,3
2020-03-23 03:00:00 UTC,75.17,119.51,126.71,240.00,-80.30,92.43,40.80,78.92,163,Unhealthy,3
2020-03-23 04:00:00 UTC,72.25,114.44,121.03,300.00,-81.30,94.60,33.33,75.56,161,Unhealthy,3
2020-03-23 05:00:00 UTC,56.50,89.01,94.06,360.00,-80.03,96.63,28.47,58.76,153,Unhealthy,3
2020-03-23 06:00:00 UTC,46.55,73.04,77.21,420.00,-80.43,98.03,23.03,51.95,142,Unhealthy for Sensitive Groups,2
2020-03-23 07:00:00 UTC,36.97,57.68,60.72,480.00,-82.23,99.43,20.93,44.53,123,Unhealthy for Sensitive Groups,2
2020-03-23 08:00:00 UTC,47.28,74.33,78.35,169.64,-81.95,99.59,21.32,52.10,142,Unhealthy for Sensitive Groups,2
2020-03-23 09:00:00 UTC,50.49,77.45,81.54,44.00,-80.70,101.00,21.10,53.52,145,Unhealthy for Sensitive Groups,2
2020-03-23 10:00:00 UTC,52.53,79.78,84.12,103.41,-81.03,100.79,20.55,55.09,149,Unhealthy for Sensitive Groups,2
2020-03-23 11:00:00 UTC,67.71,103.26,109.06,163.69,-80.17,99.00,26.14,68.12,158,Unhealthy,3
2020-03-23 12:00:00 UTC,91.68,141.82,150.03,224.00,-79.57,96.03,32.83,93.79,171,Unhealthy,3
2020-03-23 13:00:00 UTC,71.21,108.88,114.90,284.00,-79.53,94.47,35.27,71.84,159,Unhealthy,3
2020-03-23 14:00:00 UTC,60.53,90.49,95.37,344.00,-78.47,92.63,32.93,59.58,153,Unhealthy,3
2020-03-23 15:00:00 UTC,54.50,81.10,85.42,404.00,-79.60,90.73,34.50,54.45,148,Unhealthy for Sensitive Groups,2
2020-03-23 16:00:00 UTC,45.13,68.30,72.15,464.00,-79.73,88.67,36.80,48.71,134,Unhealthy for Sensitive Groups,2
2020-03-23 17:00:00 UTC,38.72,59.31,62.79,524.00,-78.33,86.53,40.50,45.17,125,Unhealthy for Sensitive Groups,2
2020-03-23 18:00:00 UTC,36.65,56.76,59.95,584.00,-79.17,85.20,43.67,44.21,122,Unhealthy for Sensitive Groups,2
2020-03-23 19:00:00 UTC,34.04,53.07,56.33,644.00,-80.10,84.27,45.57,42.56,118,Unhealthy for Sensitive Groups,2
2020-03-23 20:00:00 UTC,37.12,56.62,59.76,704.00,-80.43,84.00,46.60,44.79,124,Unhealthy for Sensitive Groups,2
2020-03-23 21:00:00 UTC,29.73,46.51,49.32,763.97,-80.72,83.38,49.21,39.38,111,Unhealthy for Sensitive Groups,2
2020-03-23 22:00:00 UTC,41.26,64.85,68.76,824.00,-80.17,83.20,50.87,48.86,134,Unhealthy for Sensitive Groups,2
2020-03-23 23:00:00 UTC,44.89,68.42,72.08,884.00,-80.00,83.00,53.13,48.99,134,Unhealthy for Sensitive Groups,2
2020-03-24 00:00:00 UTC,58.01,90.24,95.85,944.00,-78.87,83.00,52.93,59.72,153,Unhealthy,3
2020-03-24 01:00:00 UTC,69.58,107.17,113.49,925.15,-79.15,83.96,48.15,70.66,159,Unhealthy,3
2020-03-24 02:00:00 UTC,86.52,131.06,138.05,34.00,-80.23,88.60,37.97,86.59,167,Unhealthy,3
2020-03-24 03:00:00 UTC,61.74,92.94,97.97,94.00,-83.13,92.33,26.10,62.24,154,Unhealthy,3
2020-03-24 04:00:00 UTC,42.03,63.24,66.44,154.00,-81.00,94.17,21.03,46.76,129,Unhealthy for Sensitive Groups,2
2020-03-24 05:00:00 UTC,32.22,49.25,51.86,139.67,-80.42,95.42,17.83,40.55,113,Unhealthy for Sensitive Groups,2
2020-03-24 06:00:00 UTC,26.81,40.32,42.55,25.83,-80.93,96.55,17.66,35.88,102,Unhealthy for Sensitive Groups,2
2020-03-24 07:00:00 UTC,30.74,45.39,47.35,23.76,-82.10,98.03,18.10,38.59,109,Unhealthy for Sensitive Groups,2
2020-03-24 08:00:00 UTC,34.61,51.02,53.55,80.00,-81.73,99.37,17.40,41.62,116,Unhealthy for Sensitive Groups,2
2020-03-24 09:00:00 UTC,38.14,56.14,58.62,139.00,-80.72,99.83,18.86,43.99,122,Unhealthy for Sensitive Groups,2
2020-03-24 10:00:00 UTC,40.98,61.03,64.03,199.00,-81.10,99.00,19.26,46.53,128,Unhealthy for Sensitive Groups,2
2020-03-24 11:00:00 UTC,47.90,69.49,73.00,260.00,-81.30,97.20,22.43,49.57,136,Unhealthy for Sensitive Groups,2
2020-03-24 12:00:00 UTC,49.26,72.33,75.88,320.00,-81.83,94.20,26.43,50.41,138,Unhealthy for Sensitive Groups,2
2020-03-24 13:00:00 UTC,76.30,111.84,117.77,81.07,-82.10,93.10,28.45,74.02,161,Unhealthy,3
2020-03-24 14:00:00 UTC,54.89,81.67,85.84,78.90,-80.55,91.41,31.59,54.51,148,Unhealthy for Sensitive Groups,2
2020-03-24 15:00:00 UTC,48.25,72.78,76.56,139.00,-80.83,90.27,34.53,50.55,138,Unhealthy for Sensitive Groups,2
2020-03-24 16:00:00 UTC,49.74,76.80,80.97,198.62,-79.48,88.31,39.34,51.99,142,Unhealthy for Sensitive Groups,2
2020-03-24 17:00:00 UTC,47.91,75.25,79.51,259.00,-81.43,86.87,44.60,51.58,141,Unhealthy for Sensitive Groups,2
2020-03-24 18:00:00 UTC,44.87,71.53,75.96,319.00,-80.00,85.33,49.60,49.99,137,Unhealthy for Sensitive Groups,2
2020-03-24 19:00:00 UTC,45.17,72.71,77.64,379.00,-79.80,84.17,54.27,51.40,140,Unhealthy for Sensitive Groups,2
2020-03-24 20:00:00 UTC,45.30,73.38,78.05,439.00,-79.57,83.37,57.33,51.67,141,Unhealthy for Sensitive Groups,2
2020-03-24 21:00:00 UTC,46.69,76.43,81.33,498.97,-79.76,83.00,58.72,53.32,145,Unhealthy for Sensitive Groups,2
2020-03-24 22:00:00 UTC,48.49,78.72,84.02,559.00,-80.60,82.63,59.83,53.37,145,Unhealthy for Sensitive Groups,2
2020-03-24 23:00:00 UTC,59.78,98.89,105.82,619.00,-80.90,81.50,62.27,65.20,156,Unhealthy,3
2020-03-25 00:00:00 UTC,81.55,131.91,140.81,679.00,-80.50,81.63,60.90,87.17,167,Unhealthy,3
2020-03-25 01:00:00 UTC,75.67,123.88,132.62,739.00,-81.53,83.33,56.83,81.82,165,Unhealthy,3
2020-03-25 02:00:00 UTC,92.80,149.52,159.47,53.59,-79.90,87.14,48.86,98.91,173,Unhealthy,3
2020-03-25 03:00:00 UTC,99.57,158.16,168.48,43.48,-81.38,90.55,41.14,104.71,176,Unhealthy,3
2020-03-25 04:00:00 UTC,77.06,120.72,127.89,58.00,-82.03,93.87,32.87,79.71,164,Unhealthy,3
2020-03-25 05:00:00 UTC,60.74,93.84,99.04,118.00,-81.53,95.90,27.30,61.92,154,Unhealthy,3
2020-03-25 06:00:00 UTC,84.29,132.79,140.33,178.00,-81.50,97.37,23.83,87.76,168,Unhealthy,3
2020-03-25 07:00:00 UTC,76.25,119.10,125.56,238.00,-81.07,98.90,23.33,78.66,163,Unhealthy,3
2020-03-25 08:00:00 UTC,38.63,60.04,63.22,298.00,-81.70,99.33,29.07,45.57,126,Unhealthy for Sensitive Groups,2
2020-03-25 09:00:00 UTC,36.10,56.65,59.81,358.00,-81.53,97.87,35.43,44.10,122,Unhealthy for Sensitive Groups,2
2020-03-25 10:00:00 UTC,43.43,67.63,71.31,418.00,-81.73,95.97,40.53,48.91,134,Unhealthy for Sensitive Groups,2
2020-03-25 11:00:00 UTC,52.70,83.96,89.21,478.00,-81.13,94.67,39.47,57.26,152,Unhealthy,3
2020-03-25 12:00:00 UTC,52.82,83.46,88.53,538.00,-81.47,92.50,41.97,55.81,151,Unhealthy,3
2020-03-25 13:00:00 UTC,49.08,77.73,82.48,598.00,-81.20,90.43,47.40,52.83,144,Unhealthy for Sensitive Groups,2
2020-03-25 14:00:00 UTC,59.61,95.37,101.30,658.00,-81.27,89.67,51.60,62.83,155,Unhealthy,3
2020-03-25 15:00:00 UTC,58.62,94.18,99.98,718.00,-82.10,89.00,54.63,62.05,154,Unhealthy,3
2020-03-25 16:00:00 UTC,63.85,102.40,108.89,778.00,-81.23,87.53,49.73,67.50,157,Unhealthy,3
2020-03-25 17:00:00 UTC,54.21,87.61,92.88,840.56,-80.74,86.59,48.89,57.76,152,Unhealthy,3
2020-03-25 18:00:00 UTC,44.49,73.25,78.01,898.00,-80.80,85.63,53.53,50.54,138,Unhealthy for Sensitive Groups,2
2020-03-25 19:00:00 UTC,40.57,66.20,70.27,958.00,-81.17,84.20,57.63,48.63,133,Unhealthy for Sensitive Groups,2
2020-03-25 20:00:00 UTC,41.83,69.03,73.18,1018.00,-79.03,83.87,58.63,50.36,138,Unhealthy for Sensitive Groups,2
2020-03-25 21:00:00 UTC,41.09,67.25,71.41,1077.97,-79.28,83.17,59.76,49.32,135,Unhealthy for Sensitive Groups,2
2020-03-25 22:00:00 UTC,43.29,69.84,74.10,1138.00,-79.43,83.00,60.47,50.77,139,Unhealthy for Sensitive Groups,2
2020-03-25 23:00:00 UTC,47.88,78.64,83.74,1198.00,-80.63,82.87,61.30,55.05,149,Unhealthy for Sensitive Groups,2
2020-03-26 00:00:00 UTC,47.41,78.37,83.66,1258.00,-82.07,83.57,60.53,53.15,144,Unhealthy for Sensitive Groups,2
2020-03-26 01:00:00 UTC,47.28,78.21,83.52,1318.00,-81.30,84.40,57.83,53.41,145,Unhealthy for Sensitive Groups,2
2020-03-26 02:00:00 UTC,42.22,68.92,73.08,1378.00,-81.57,88.00,50.17,49.14,135,Unhealthy for Sensitive Groups,2
2020-03-26 03:00:00 UTC,39.10,63.25,66.69,1438.00,-81.33,91.43,41.90,46.89,129,Unhealthy for Sensitive Groups,2
2020-03-26 04:00:00 UTC,32.18,50.95,53.83,635.08,-83.96,93.65,32.92,41.41,116,Unhealthy for Sensitive Groups,2
2020-03-26 05:00:00 UTC,32.56,50.62,53.24,23.88,-82.72,95.36,27.88,41.48,116,Unhealthy for Sensitive Groups,2
2020-03-26 06:00:00 UTC,31.00,48.48,51.24,66.00,-82.40,97.03,26.87,40.26,113,Unhealthy for Sensitive Groups,2
2020-03-26 07:00:00 UTC,33.19,52.21,54.80,126.00,-82.90,98.00,25.87,42.23,118,Unhealthy for Sensitive Groups,2
2020-03-26 08:00:00 UTC,33.57,52.05,54.96,186.00,-82.53,98.70,25.47,41.92,117,Unhealthy for Sensitive Groups,2
2020-03-26 09:00:00 UTC,33.03,51.18,54.13,246.00,-82.97,98.13,27.33,41.60,116,Unhealthy for Sensitive Groups,2
2020-03-26 10:00:00 UTC,36.21,54.93,57.62,306.00,-82.60,97.27,26.27,43.48,121,Unhealthy for Sensitive Groups,2
2020-03-26 11:00:00 UTC,39.03,60.86,64.26,366.00,-83.57,95.70,30.50,45.71,126,Unhealthy for Sensitive Groups,2
2020-03-26 12:00:00 UTC,69.61,110.54,117.78,426.00,-82.73,93.70,40.90,73.08,160,Unhealthy,3
2020-03-26 13:00:00 UTC,53.04,86.90,92.31,486.00,-82.43,91.80,49.10,57.61,152,Unhealthy,3
2020-03-26 14:00:00 UTC,46.92,75.67,80.43,546.00,-82.57,90.97,49.50,51.86,141,Unhealthy for Sensitive Groups,2
2020-03-26 15:00:00 UTC,43.40,71.66,76.11,606.00,-82.80,89.57,50.30,50.17,137,Unhealthy for Sensitive Groups,2
2020-03-26 16:00:00 UTC,46.62,76.79,81.69,666.00,-82.73,88.73,51.57,52.30,142,Unhealthy for Sensitive Groups,2
2020-03-26 17:00:00 UTC,48.55,82.52,88.30,726.00,-82.47,87.37,50.20,54.53,148,Unhealthy for Sensitive Groups,2
2020-03-26 18:00:00 UTC,49.38,85.23,91.53,786.00,-81.63,86.60,53.53,56.12,151,Unhealthy,3
2020-03-26 19:00:00 UTC,47.76,84.24,90.83,846.00,-80.23,86.10,56.23,55.52,151,Unhealthy,3
2020-03-26 20:00:00 UTC,54.90,95.06,101.95,906.00,-81.10,85.03,59.43,62.74,155,Unhealthy,3
2020-03-26 21:00:00 UTC,61.04,110.10,119.40,965.97,-81.17,84.93,60.34,72.64,160,Unhealthy,3
2020-03-26 22:00:00 UTC,57.09,99.75,107.77,1026.00,-82.23,84.10,61.57,65.79,156,Unhealthy,3
2020-03-26 23:00:00 UTC,56.52,98.72,107.09,1086.00,-82.70,84.00,62.37,65.06,156,Unhealthy,3
2020-03-27 00:00:00 UTC,55.77,100.96,109.76,1146.00,-83.30,84.03,62.80,66.55,157,Unhealthy,3
2020-03-27 01:00:00 UTC,57.17,100.91,109.18,1206.00,-83.60,85.07,61.67,66.55,157,Unhealthy,3
2020-03-27 02:00:00 UTC,53.08,93.12,100.40,1266.00,-82.70,88.53,54.70,61.42,154,Unhealthy,3
2020-03-27 03:00:00 UTC,46.38,79.63,85.26,1326.00,-83.27,92.27,45.40,54.04,147,Unhealthy for Sensitive Groups,2
2020-03-27 04:00:00 UTC,33.05,54.64,58.00,1386.00,-82.57,95.57,32.87,43.28,120,Unhealthy for Sensitive Groups,2
2020-03-27 05:00:00 UTC,32.62,54.31,57.63,1446.00,-83.93,96.63,29.83,43.26,120,Unhealthy for Sensitive Groups,2
2020-03-27 06:00:00 UTC,33.95,55.71,59.24,1506.00,-83.50,97.27,28.30,43.70,121,Unhealthy for Sensitive Groups,2
2020-03-27 07:00:00 UTC,34.54,56.90,60.66,1566.00,-83.07,98.57,27.20,44.48,123,Unhealthy for Sensitive Groups,2
2020-03-27 08:00:00 UTC,29.59,49.14,52.32,1626.00,-82.77,99.40,26.47,40.54,113,Unhealthy for Sensitive Groups,2
2020-03-27 09:00:00 UTC,35.91,57.92,61.66,1686.00,-82.50,99.57,26.67,44.88,124,Unhealthy for Sensitive Groups,2
2020-03-27 10:00:00 UTC,33.75,54.86,58.28,1746.00,-81.37,98.23,27.80,43.30,120,Unhealthy for Sensitive Groups,2
2020-03-27 11:00:00 UTC,38.06,63.09,67.14,1806.00,-82.20,96.13,34.33,46.62,128,Unhealthy for Sensitive Groups,2
2020-03-27 12:00:00 UTC,50.17,83.68,89.08,1866.00,-82.20,93.57,45.07,55.72,151,Unhealthy,3
2020-03-27 13:00:00 UTC,50.45,85.98,92.21,1926.00,-82.00,91.67,49.03,56.81,152,Unhealthy,3
2020-03-27 14:00:00 UTC,52.54,89.69,96.08,1986.00,-81.87,90.70,51.83,59.51,153,Unhealthy,3
2020-03-27 15:00:00 UTC,46.00,79.65,85.52,2046.00,-82.93,89.93,54.03,53.46,145,Unhealthy for Sensitive Groups,2
2020-03-27 16:00:00 UTC,44.68,78.44,84.41,2106.00,-82.90,89.00,56.90,52.86,144,Unhealthy for Sensitive Groups,2
2020-03-27 17:00:00 UTC,48.85,86.53,93.38,2166.00,-82.27,88.17,57.67,57.09,152,Unhealthy,3
2020-03-27 18:00:00 UTC,48.27,88.20,95.43,2226.00,-81.23,87.00,58.20,58.06,152,Unhealthy,3
2020-03-27 19:00:00 UTC,47.71,87.93,95.45,2286.00,-81.10,86.50,59.37,57.91,152,Unhealthy,3
2020-03-27 20:00:00 UTC,54.45,97.76,105.72,2346.00,-81.50,85.63,61.20,64.43,156,Unhealthy,3
2020-03-27 21:00:00 UTC,54.77,99.08,107.85,2405.97,-81.24,85.14,61.62,65.31,156,Unhealthy,3
2020-03-27 22:00:00 UTC,93.13,172.37,188.08,2466.00,-81.40,85.00,61.63,114.19,181,Unhealthy,3
2020-03-27 23:00:00 UTC,65.25,111.81,120.70,2514.00,-82.00,85.00,62.17,73.82,160,Unhealthy,3
2020-03-28 01:00:00 UTC,55.53,102.41,112.28,26.00,-83.12,83.65,67.46,67.49,157,Unhealthy,3
2020-03-28 02:00:00 UTC,50.32,90.73,98.74,82.00,-83.63,88.40,57.30,59.80,153,Unhealthy,3
2020-03-28 03:00:00 UTC,49.43,86.09,92.52,142.00,-83.80,93.13,47.23,57.25,152,Unhealthy,3
2020-03-28 04:00:00 UTC,43.52,75.88,81.68,202.00,-83.03,95.50,40.97,52.08,142,Unhealthy for Sensitive Groups,2
2020-03-28 05:00:00 UTC,41.37,71.77,77.00,262.00,-82.93,97.00,38.30,50.34,138,Unhealthy for Sensitive Groups,2
2020-03-28 06:00:00 UTC,36.38,62.35,66.93,322.00,-83.13,98.10,32.90,46.76,129,Unhealthy for Sensitive Groups,2
2020-03-28 07:00:00 UTC,40.55,70.49,75.44,382.00,-84.67,97.80,37.43,49.96,137,Unhealthy for Sensitive Groups,2
2020-03-28 08:00:00 UTC,44.49,76.76,82.00,442.00,-83.77,97.80,38.07,52.53,143,Unhealthy for Sensitive Groups,2
2020-03-28 09:00:00 UTC,49.18,84.53,90.69,502.00,-84.27,97.33,40.57,55.82,151,Unhealthy,3
2020-03-28 10:00:00 UTC,46.40,81.04,86.81,562.00,-83.13,96.47,42.97,53.93,146,Unhealthy for Sensitive Groups,2
2020-03-28 11:00:00 UTC,55.46,95.99,103.07,622.00,-83.50,94.40,46.73,63.37,155,Unhealthy,3
2020-03-28 12:00:00 UTC,53.32,93.43,100.69,682.00,-83.70,92.57,50.67,61.61,154,Unhealthy,3
